Progress,Duration (in seconds),Finished,S1_1,S1_gen_4,S1_gen_5,S1_gen_6,S1_gen_7,S1_gen_8,S1_A1_7,S1_A1_8,S1_A1_9,S1_A2_7,S1_A2_8,S1_A2_9,S1_A3_7,S1_A3_8,S1_A3_9,S1_A4_7,S1_A4_8,S1_A4_9,S1_A5_7,S1_A5_8,S1_A5_9,S2_1,S2_gen_4,S2_gen_5,S2_gen_6,S2_gen_7,S2_gen_8,S2_A1_7,S2_A1_8,S2_A1_9,S2_A2_7,S2_A2_8,S2_A2_9,S2_A3_7,S2_A3_8,S2_A3_9,S2_A4_7,S2_A4_8,S2_A4_9,S2_A5_7,S2_A5_8,S2_A5_9,S3_1,S3_gen_4,S3_gen_5,S3_gen_6,S3_gen_7,S3_gen_8,S3_A1_7,S3_A1_8,S3_A1_9,S3_A2_7,S3_A2_8,S3_A2_9,S3_A3_7,S3_A3_8,S3_A3_9,S3_A4_7,S3_A4_8,S3_A4_9,S3_A5_7,S3_A5_8,S3_A5_9,S4_1,S4_gen_4,S4_gen_5,S4_gen_6,S4_gen_7,S4_gen_8,S4_A1_7,S4_A1_8,S4_A1_9,S4_A2_7,S4_A2_8,S4_A2_9,S4_A3_7,S4_A3_8,S4_A3_9,S4_A4_7,S4_A4_8,S4_A4_9,S4_A5_7,S4_A5_8,S4_A5_9,S5_1,S5_gen_4,S5_gen_5,S5_gen_6,S5_gen_7,S5_gen_8,S5_A1_7,S5_A1_8,S5_A1_9,S5_A2_7,S5_A2_8,S5_A2_9,S5_A3_7,S5_A3_8,S5_A3_9,S5_A4_7,S5_A4_8,S5_A4_9,S5_A5_7,S5_A5_8,S5_A5_9,S6_1,S6_gen_4,S6_gen_5,S6_gen_6,S6_gen_7,S6_gen_8,S6_A1_7,S6_A1_8,S6_A1_9,S6_A2_7,S6_A2_8,S6_A2_9,S6_A3_7,S6_A3_8,S6_A3_9,S6_A4_7,S6_A4_8,S6_A4_9,S6_A5_7,S6_A5_8,S6_A5_9,S7_1,S7_gen_4,S7_gen_5,S7_gen_6,S7_gen_7,S7_gen_8,S7_A1_7,S7_A1_8,S7_A1_9,S7_A2_7,S7_A2_8,S7_A2_9,S7_A3_7,S7_A3_8,S7_A3_9,S7_A4_7,S7_A4_8,S7_A4_9,S7_A5_7,S7_A5_8,S7_A5_9,S8_1,S8_gen_4,S8_gen_5,S8_gen_6,S8_gen_7,S8_gen_8,S8_A1_7,S8_A1_8,S8_A1_9,S8_A2_7,S8_A2_8,S8_A2_9,S8_A3_7,S8_A3_8,S8_A3_9,S8_A4_7,S8_A4_8,S8_A4_9,S8_A5_7,S8_A5_8,S8_A5_9,S9_1,S9_gen_4,S9_gen_5,S9_gen_6,S9_gen_7,S9_gen_8,S9_A1_7,S9_A1_8,S9_A1_9,S9_A2_7,S9_A2_8,S9_A2_9,S9_A3_7,S9_A3_8,S9_A3_9,S9_A4_7,S9_A4_8,S9_A4_9,S9_A5_7,S9_A5_8,S9_A5_9,S10_1,S10_gen_4,S10_gen_5,S10_gen_6,S10_gen_7,S10_gen_8,S10_A1_7,S10_A1_8,S10_A1_9,S10_A2_7,S10_A2_8,S10_A2_9,S10_A3_7,S10_A3_8,S10_A3_9,S10_A4_7,S10_A4_8,S10_A4_9,S10_A5_7,S10_A5_8,S10_A5_9,S11_1,S11_gen_4,S11_gen_5,S11_gen_6,S11_gen_7,S11_gen_8,S11_A1_7,S11_A1_8,S11_A1_9,S11_A2_7,S11_A2_8,S11_A2_9,S11_A3_7,S11_A3_8,S11_A3_9,S11_A4_7,S11_A4_8,S11_A4_9,S11_A5_7,S11_A5_8,S11_A5_9,S12_1,S12_gen_4,S12_gen_5,S12_gen_6,S12_gen_7,S12_gen_8,S12_A1_7,S12_A1_8,S12_A1_9,S12_A2_7,S12_A2_8,S12_A2_9,S12_A3_7,S12_A3_8,S12_A3_9,S12_A4_7,S12_A4_8,S12_A4_9,S12_A5_7,S12_A5_8,S12_A5_9,S13_1,S13_gen_4,S13_gen_5,S13_gen_6,S13_gen_7,S13_gen_8,S13_A1_7,S13_A1_8,S13_A1_9,S13_A2_7,S13_A2_8,S13_A2_9,S13_A3_7,S13_A3_8,S13_A3_9,S13_A4_7,S13_A4_8,S13_A4_9,S13_A5_7,S13_A5_8,S13_A5_9,S14_1,S14_gen_4,S14_gen_5,S14_gen_6,S14_gen_7,S14_gen_8,S14_A1_7,S14_A1_8,S14_A1_9,S14_A2_7,S14_A2_8,S14_A2_9,S14_A3_7,S14_A3_8,S14_A3_9,S14_A4_7,S14_A4_8,S14_A4_9,S14_A5_7,S14_A5_8,S14_A5_9,S15_1,S15_gen_4,S15_gen_5,S15_gen_6,S15_gen_7,S15_gen_8,S15_A1_7,S15_A1_8,S15_A1_9,S15_A2_7,S15_A2_8,S15_A2_9,S15_A3_7,S15_A3_8,S15_A3_9,S15_A4_7,S15_A4_8,S15_A4_9,S15_A5_7,S15_A5_8,S15_A5_9,S16_1,S16_gen_4,S16_gen_5,S16_gen_6,S16_gen_7,S16_gen_8,S16_A1_7,S16_A1_8,S16_A1_9,S16_A2_7,S16_A2_8,S16_A2_9,S16_A3_7,S16_A3_8,S16_A3_9,S16_A4_7,S16_A4_8,S16_A4_9,S16_A5_7,S16_A5_8,S16_A5_9,S17_1,S17_gen_4,S17_gen_5,S17_gen_6,S17_gen_7,S17_gen_8,S17_A1_7,S17_A1_8,S17_A1_9,S17_A2_7,S17_A2_8,S17_A2_9,S17_A3_7,S17_A3_8,S17_A3_9,S17_A4_7,S17_A4_8,S17_A4_9,S17_A5_7,S17_A5_8,S17_A5_9,S18_1,S18_gen_4,S18_gen_5,S18_gen_6,S18_gen_7,S18_gen_8,S18_A1_7,S18_A1_8,S18_A1_9,S18_A2_7,S18_A2_8,S18_A2_9,S18_A3_7,S18_A3_8,S18_A3_9,S18_A4_7,S18_A4_8,S18_A4_9,S18_A5_7,S18_A5_8,S18_A5_9,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1168,TRUE,20,start a GoFundMe account,ask people (friends and family) for help,look for a better job to make more money,look into different forms of medical assistance,look into cheaper treatment options,100,100,100,100,100,100,70,100,100,90,100,100,80,100,100,25,call an Uber,call a friend for a ride,cancel the trip,walk to the airport,hitchhike ,75,100,100,100,100,100,75,100,80,20,100,50,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,build a shelter,call for help,huddle up with everyone for warmth,go hunting,collect items to keep warm,100,100,100,100,100,100,80,100,100,50,40,60,85,100,100,80,offer to buy him a new ticket,skip the event and go home,ask someone to bring the ticket for them,do a different activity with him instead,sell her ticket,40,100,90,10,100,50,65,100,85,100,100,100,50,100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,discard the knife,sneak the knife on without saying anything,conceal the knife on his person,ask someone else to bring it on,hide it at the airport to retrieve at a later time,50,100,80,80,20,40,50,20,40,20,10,10,10,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,go hungry until rescue arrives,search the boat for any food that was brought,eat inedible items,swim to a nearby shore,sacrifice himself for food,50,100,40,100,100,100,10,25,0,30,60,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,commit credit card fraud,try to convince a passing driver to trade cars,,,,collect wood to start a fire,go without Ted,,,,,ask to check the knife,,,organize a fishing crew,,,
100,502,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,sneak into the gym,renew her membership,borrow a phone to call her friend,not show up,call the gym,10,11,11,92,92,92,92,92,93,49,49,49,53,94,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,observe,let the family know,do nothing,go up to the man,yell at the man,100,100,100,71,100,72,28,52,51,14,50,49,13,51,51,1,call 911,call police,get off the road, drive around and ahead of the vehicle,honk at the vehicle and flash his lights,98,98,98,95,96,96,49,97,89,51,51,52,52,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,hide the knife,throw it away,do nothing,put it in storage,put it in his checked bag,10,11,11,10,10,10,14,51,20,90,91,91,92,92,92,9,do nothing,call the cab company,confess and go on without a ring,run off to find the ring,buy a new ring,8,9,9,94,94,92,50,49,49,91,91,87,7,52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,stay late,ask someone else to watch the store,leave on time,call his boss on what to do,have a stranger watch the store,51,51,51,91,91,91,50,50,50,91,92,92,9,9,9,,,,,,,,,,,,,,,,,,,,,,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,,pay for a day-pass to the gym,,,,keep an eye on him,ram into the car,,,store the knife in an airport locker,run away,,,,leave the store unattended,
100,508,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lie about the money,Pay the money himself ,Ignore it and hope no one catches it ,Quit his job,Pretend he never knew ,43,33,32,52,65,48,65,31,47,8,26,14,51,9,10,,,,,,,,,,,,,,,,,,,,,,25,Ask to turn in the homework late,Have her mom bring the homework to school,Explain to the teacher what happened,Make up the homework quickly,Take the penalty,25,100,91,19,93,87,51,99,99,33,56,60,6,49,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ask him what hes doing,Tell the family,Ignore it,Call the police,Leave,72,73,79,82,83,80,75,5,8,56,50,44,42,42,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Call the cab company,Tell the bride,Tell the groom,Borrow a ring,Steal a ring,97,97,98,59,90,90,72,80,85,40,39,36,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Try walking around for a cell signal,Try to find help,Leave for help and come back,Cut off his arm,Leave him alone,83,83,85,83,79,79,78,80,82,15,15,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,Call for help,Go after help,Ignore him,Take his dogs,Carry him on her sled to help,95,94,96,72,93,95,68,1,1,40,1,1,68,93,90,,33,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,overcharge the next customers,,copy a friend's assignment,,,make cat noises at him until he leaves,,,,,call the taxi company,,,leave Todd to save herself,,steal his dogs for extra speed
100,830,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Get up and ask what he's doing,Go informed the family of what he's doing,Contact the law enforcement,Ask him for proof that it belongs to him,Stop him from taking stuff,100,100,100,100,100,100,36,61,78,100,100,99,80,100,100,,,,,,,,,,,,,,,,,,,,,,0,Don't give the woman a ride,Don't steal her stuff,Tell her he can't give her a ride,Ignore the woman,Tell her he can call her a cab,0,100,100,0,68,27,8,100,100,52,75,44,14,86,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Call the taxi cab company,Find a ring and use it,Tell his family to help,Panic,Apologize to his sister,100,100,100,26,68,51,100,100,93,100,100,100,100,79,92,,,,,,,,,,,,,,,,,,,,,,100,Notify the passenger of the situation,Contact the coast guard,Call if there are other ships nearby with food,Ration the food that is still available,Ask his crew to help out,4,100,79,100,100,100,68,88,76,81,89,95,10,100,100,0,Scream for help,Help Todd get unstuck,Walk further to get signal,Talk to Todd to see if he can get unstuck,Find other people to help,0,100,100,10,100,100,12,66,85,38,100,100,59,100,100,100,Keep calling the boss,Put up a sign that store is closed,Contact the courthouse saying he's running late,Close up shop,Leave a voice message for the boss,100,100,100,100,100,100,25,100,68,100,100,46,100,100,100,,,,,,,,,,,,,,,,,,,,,,,37,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,,,,,,,,read his mind,,steal whatever she has on her,,,tell his sister as soon as possible,,request supplies to be airdropped,yell at Todd for getting stuck,leave the store unattended,
100,728,TRUE,0,ask relatives for money,start a gofundme page,call the drug company and ask for assistance,see if a state or local government organization can help ,see if a church would help,35,100,100,1,65,65,50,100,100,30,100,90,15,100,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,go back to the office,ask the desk if they remember her,pay for a new card and membership,walk past the desk,ask if they would make an exception for her,10,100,100,20,100,100,10,100,100,75,0,50,0,20,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,call the police,ignore the driver,try to flash headlights to get the driver's attention,speed past the driver,wait for someone else to act,100,100,100,5,0,50,100,100,65,0,0,50,0,0,50,0,ignore the women,politely tell her no,tell her to try an Uber,tell her to try a bus,tell her to try walking,40,20,90,10,100,100,10,100,100,10,100,100,25,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,make room in his apartment,pool his money with his dad's to get a larger apartment,use a social worker to find help,ask a relative for help,move into his mom's house where his dad lived,50,100,100,60,100,75,35,100,75,50,100,100,50,100,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lock the store and leave a message for his boss,call the court and explain,leave a note for his boss and lock the store,wait for his boss and be late,call his lawyer,50,55,65,65,100,90,50,50,45,35,80,80,70,100,75,,,,,,,,,,,,,,,,,,,,,,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 4,commit credit card fraud,,,crawl past the front desk,,,,,honk at the driver until they pull over,yell in gibberish until she leaves,,,,buy his father a tent,,,stage a break-in at the store,
100,1127,TRUE,100,Find a cheaper generic version,Go to Canada and get it there,Steal to get the money,Take out a loan,Sell personal property ,100,100,100,70,100,0,0,0,0,76,100,34,86,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Construct a survival hut ,Build a fire,Ration food and water,Eat wild edibles,Hunt small game,85,100,59,100,100,100,78,100,77,88,100,44,78,100,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dial 911,Carefully pass the car and continue home,Honk horn,Flash high beams,Seek an alternate route,100,100,50,100,72,100,100,89,100,100,82,100,100,77,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Ration the food,Radio to other nearby ships for help,Attempt repairs on the broken engine,Abandon ship,Catch fish to augment the food supply,100,100,50,100,100,100,100,100,100,0,50,0,100,100,100,0,Amputate the stuck arm,Go get help,Scream for help,Chip away at the rocks,Use water to make the arm more slippery,0,49,0,81,100,100,100,100,50,64,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,100,Attempt first aid,Transport the competitor to safety,Finish the race and inform race officals at the finish line,Nothing. Just finish the race, Attempt first aid and get another racer to go get help,100,100,100,81,100,100,78,40,21,9,,0,100,100,100,,40,Male,White / Caucasian,,Master's Degree (MS),Rung 5,switch insurance plans,,,,,huddle to conserve energy,,,tailgate the car,,,,,,sell all the food to the highest bidder,get her arm stuck in solidarity,,call for help
100,1113,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,talk to the employees and try to find out why it is missing,put his own money in the register,explain to his manager and try to find out why,accuse other employees of stealing the money,steal some money before staging a robbery,3,3,2,2,2,2,69,100,100,11,2,45,1,3,1,9,borrow a phone and call her friend,renew her membership,sneak into the gym,wait out front for her friend and do something else,go home,82,100,100,68,100,100,4,4,34,1,100,100,2,3,2,92,talk to the teacher about turning it in late,call her mom to bring the assignment,copy it from a friend,don't turn anything in,sit in the corner and cry,50,100,93,72,100,100,24,8,35,1,29,60,2,31,2,,,,,,,,,,,,,,,,,,,,,,1,make ted miss the concert,see if they could buy another ticket,tell ted to go home and they will save him a seat for when he gets back,tell another friend to give ted their ticket,buy a scalped ticket on the street,2,81,96,80,100,100,63,100,100,4,2,26,4,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,try to find the owner,call the police,see if the door is open and let the dog out,break the window,ignore it and walk away,80,100,100,34,94,91,91,100,100,15,27,8,2,3,57,1,ask to store the knife until he gets back in an airport locker,throw the knife away,mail the knife to himself,give the knife to someone leaving the airport,leave the knife in his car,29,100,100,2,100,22,9,100,14,2,100,1,71,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,stage a robbery,pay for a day-pass to the gym,quickly try to redo the assignment,,give her ticket to Ted,,,,pour water on the car to cool it,hide the knife in someone else's bag,,,,,,
100,804,TRUE,81,Stolen money to pay for it ,Sold all possesions to earn money to pay for it,Win the lottery,Die,Gofuncme,37,49,21,51,53,71,0,51,0,62,7,24,69,84,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Explain what happened,Just accept the loss ont he asignment and take the hit,Pull the fire alarm so they aren't there to turn it in,Copy another students work before it is done,Steal another students copy of the work,71,100,100,48,100,82,0,0,0,38,50,70,30,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Continue to follow the drunk driver,Call the cops,Pull over and chill for a while until the drunk driver is gone,Attempt to pass the driver,Honk,29,81,61,40,52,68,17,98,6,51,60,62,49,83,83,,,,,,,,,,,,,,,,,,,,,,0,Break a car window,Inform someone in the store,Call the cops,Do nothing - ignore it,Wait until the owner comes out and beat them up for abusing the dog,51,88,79,50,100,100,18,61,49,80,30,81,9,100,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Suck it up and add his father into the small apartment.,Contact other family and friends for assistance.,FAther lives in the car,"Andy lives in tent, father lives in apartment",Help father with applying for government assistance,61,100,82,30,93,51,3,21,9,1,75,2,60,100,100,,,,,,,,,,,,,,,,,,,,,,39,Drink the water herself,Leave and try to get help,Cut of his arm,"Drink the water herself, but let him drink her pee",Shout and hope someone finds you,69,81,100,50,80,80,7,20,0,12,99,19,79,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,,,,hypnotize the teacher,,,,take a detour at the next exit,,light a fire under the car,,,buy his father a tent,,give Todd her water,,
100,1143,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,He could have rebalanced the till to double check the figures.,He could ask another co-worker to help him find the mistake.,He could do nothing and let everyone pay.,He could make a lie that he was robbed.,He could quit his job at the end of his shift.,100,100,100,100,100,100,71,49,71,0,0,0,0,88,51,29,She could wait outside the gym and let her friend know.,She could borrow another person's phone and call her friend.,She could just go home and not meet up with her friend.,She could sneak her way in.,She could use the phone at the service desk of the business to call her friend.,51,100,100,69,100,100,0,52,21,0,0,0,100,100,100,72,She could have skipped class.,She could have faked being sick.,She could have made up a lie and said she was in a car accident.,She could have just gone to class and gotten a zero.,She could have hurried to try and make a new paper before class.,30,48,49,71,39,48,17,0,12,29,100,100,29,100,100,,,,,,,,,,,,,,,,,,,,,,50,She could try to help him find a scalper for tickets.,She could buy him a brand new ticket.,She could try to sneak him in.,She could leave with him to get his ticket and be late getting in.,She could decide to not go in.,100,70,100,9,100,100,0,0,0,69,100,83,19,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,She could have called the police.,She could have called the dog warden.,She could have taken down the license plate and let the store know.,She could have asked another person for help.,She could have just kept walking by and done nothing.,91,100,100,82,100,100,100,100,100,57,100,100,60,34,61,0,He could step out of line and bring the knife back to his car.,He could nicely let the security know about the knife.,He could throw the knife out.,He could leave it in the bathroom before going into the line.,He could give it to the security guard to hold for him.,100,100,100,100,100,100,38,81,100,0,1,0,82,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Female,White / Caucasian,,High School or equivalent,Rung 3,,,pay the money from his own wallet,renew her membership,bring in the assignment the next day,,go without Ted,,,,check that the doors are locked,threaten security with the knife,,,,,,
100,1047,TRUE,,,,,,,,,,,,,,,,,,,,,,91,wait and hope he makes it to the airport,"call a taxi, and leave the car",cancel his flight,"call a wrecker, and ask the driver to take him to the airport",call a friend to take him to the airport,10,50,20,10,40,0,4,100,4,25,100,21,20,29,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,build a fire,wait to be rescued,throw away food,throw away water,keep hiking,80,100,100,100,100,100,0,0,0,0,0,0,40,70,20,0,teleport,go to the concert,have friends,go to a concert with friends,enter the concert with a ticket,0,9,0,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,open the car door,break a window,call the police,call animal control,call the fire department,50,100,60,9,30,10,50,100,82,50,92,63,50,81,41,0,throw away the knife,pack knife in his luggage,explain the situation to security,stab the security officer,cancel his flight,81,81,91,91,100,100,100,100,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ration food,tell passengers of the emrgency,try to fix the engine,throw food overboard,throw passengers overboard,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,Male,White / Caucasian,,Some College,Rung 6,,reschedule for a later flight,,,,throw away all of the food,teleport into the concert,,,,check that the doors are locked,pretend the knife is part of a hip replacement,,,serve engine fuel to the passengers,,,
100,1025,TRUE,,,,,,,,,,,,,,,,,,,,,,2,call an Uber,call for help with the car,call a friend to come get you,walk,wave a car down for a ride,79,100,100,61,100,100,51,100,80,15,100,61,59,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,search for food,search for cell phone reception,find somewhere to be stationed for the night safely ,set traps for food (small animals),try to call for help,100,100,100,100,100,100,100,100,100,70,41,72,100,100,100,,,,,,,,,,,,,,,,,,,,,,60,tell the parents someone was digging through their stuff,confront the teenager,tell the teenager to stop,call the police,record for evidence,100,100,100,60,100,100,30,70,39,4,40,19,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,get rid of the knife,tell Security he has the knife on accident,try to sneak the knife in,call a friend to come get the knife,give the knife to a family member,40,100,100,100,100,100,10,2,10,100,100,100,100,100,100,2,call the taxi company,go back to the taxi and look for it,apologize,make a flyer for a missing ring,enlist the help of friends in the search,100,100,100,100,100,100,81,100,100,50,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,call his boss,call co workers,call the court for other options,call bosses relatives/wife,close the store,100,100,100,61,100,100,40,16,29,40,15,30,71,75,40,,,,,,,,,,,,,,,,,,,,,,,25,Female,White / Caucasian,,Some College,Rung 4,,steal a passing driver's car,,,,search for a water source,,ask the parents if they know him,,,,ask to check the knife,blame it on the maid of honor,,,,ask a friend to take over,
100,1108,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,He could have lied about it being given away as bad change,he could own up to it,he coudl take the money out of his own pocket,he could make up the numbers,he could refund the money to a fake reciept to balance the numbers,42,0,5,75,93,97,25,21,50,29,2,21,39,12,15,0,she could have tried to meet up without a phone,she could have ghosted,she could have not went back to her office and get her phone,she could have borrowed someones phone,she couild have tried to call from the gyms phone,99,94,88,37,8,6,72,84,65,76,94,83,85,98,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Darya could have skipped the concert,Could have scalped tickets,could have tried to buy them again online from phone,could have tried to get them electronically off phone,sneak into the concert,50,100,77,67,93,94,71,97,90,81,85,93,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,he could have ignored her,he could have called a cab for her,he could have taken her to her house,he could have given her money to find a different way home,"he could have given her a ride to a midpoint, liek 5 miles away.",30,75,51,33,83,37,34,86,54,33,67,91,43,61,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,he could have not called for supplies,he could have rationed supplies,he could have requested air rescue,he could ignore the problem,he could let the people decide what to do,10,9,0,86,88,87,95,96,93,17,4,4,91,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,she could have called the race medics and wait till they arrive,she could have ignored it,she could have stopped to help out,she could have carried the victim,she could have call for help and continue,85,100,97,50,22,18,71,98,85,11,73,17,73,83,66,,24,Female,Black / African American,,Master's Degree (MS),Rung 6,,,stage a robbery,pull the fire alarm,,,teleport into the concert,,,take her to his house but no further,,,,,request supplies to be airdropped,,,finish the race
