Progress,Duration (in seconds),Finished,ResponseId,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,666,TRUE,R_Ubv0wlDUAeFaCTn,,,70,,100,,5,73,50,,0,0,0,,80,90,60,0,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,explain the situation to his boss,,quickly try to redo the assignment,,pretend they are conjoined twins,wave to the parents,pull over and call 911,,light a fire under the car,hide the knife in someone else's bag,blame it on the maid of honor,,ration their food,hike until she finds cell service,ask a friend to take over,carry her competitor on her sled
100,310,TRUE,R_Q6WlUbiBUnt1obf,80,,40,10,1,,,61,,50,100,,100,0,0,1,0,,,29,Female,White / Caucasian,,College Graduate (4 year),Rung 6,search for the medication on the black market,,pay the money from his own wallet,crawl past the front desk,call her mom,,,tackle him and hold him down,,turn invisible,check that the doors are locked,,tell his sister as soon as possible,buy his father a tent,serve engine fuel to the passengers,yell at Todd for getting stuck,ask a friend to take over,
100,351,TRUE,R_11cPkSdFl95L9E0,60,85,,,1,97,10,,0,0,75,20,91,,,,5,0,,34,Female,White / Caucasian,,High School or equivalent,Rung 6,switch insurance plans,take a public bus,,,hypnotize the teacher,search for a water source,teleport into the concert,,ram into the car,steal whatever she has on her,ask to use the mall's loudspeaker,take a train instead,call the taxi company,,,,leave the store unattended,leave her dogs with him
100,646,TRUE,R_7PzcLH4yZJznZuN,50,100,0,0,0,,,0,0,,0,1,0,,,50,0,,,33,Male,Hispanic / Latino,,College Graduate (4 year),Rung 4,search for the medication on the black market,call a taxi,sell one of his kidneys,crawl past the front desk,lie that her house burnt down,,,read his mind,honk at the driver until they pull over,,pour water on the car to cool it,pretend the knife is part of a hip replacement,run away,,,leave Todd to save herself,stage a break-in at the store,
100,312,TRUE,R_2vZiYzly4INSQyC,2,0,,0,100,,2,,22,,51,1,100,0,,49,0,,,58,,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,steal a passing driver's car,,pull the fire alarm,bring in the assignment the next day,,give her ticket to Ted,,take a detour at the next exit,,call emergency services,hide the knife in someone else's bag,tell his sister as soon as possible,abandon his father,,give Todd her water,lock up the store,
100,301,TRUE,R_1GvlRg54akfXTBE,,1,0,62,,6,,95,5,11,8,82,100,,99,,,2,,26,Female,Other,Hispanic,Some College,Rung 4,,demand that the airline delays the flight,stage a robbery,pay for a day-pass to the gym,,steal all of the food and water,,keep an eye on him,tailgate the car,yell in gibberish until she leaves,slash the tires,store the knife in an airport locker,tell his sister as soon as possible,,request supplies to be airdropped,,,carry her competitor on her sled
100,190,TRUE,R_1eEmx5JcfTxkENj,51,34,,49,65,65,,52,89,79,49,56,49,,,,42,,,37,Female,White / Caucasian,,Master's Degree (MS),Rung 8,go on strike for better wages,call a taxi,,lie that she left her card inside,bring in the assignment the next day,throw away all of the food,,ask the parents if they know him,pull over and call 911,call her a cab,light a fire under the car,ask to check the knife,steal someone else’s ring,,,,ask a friend to take over,
100,270,TRUE,R_2zORyXKLs4mV1o9,,20,0,90,0,,0,,,0,0,10,,0,100,,0,0,,30,Male,Asian / Pacific Islander,,Some College,Rung 4,,try to convince a passing driver to trade cars,sell one of his kidneys,borrow someone's phone,hypnotize the teacher,,steal someone else's ticket,,,steal whatever she has on her,light a fire under the car,pretend the knife is part of a hip replacement,,abandon his father,organize a fishing crew,,stage a break-in at the store,steal his dogs for extra speed
100,1370,TRUE,R_1dskEBUW9QdfVLf,1,24,,40,,1,50,,,1,23,50,100,26,,,8,1,,33,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,commit credit card fraud,try to convince a passing driver to trade cars,,renew her membership,,throw away all of the food,go without Ted,,,yell in gibberish until she leaves,ask to use the mall's loudspeaker,store the knife in an airport locker,tell his sister as soon as possible,move into his father’s apartment,,,tell his lawyer that he’s sick,steal his dogs for extra speed
100,261,TRUE,R_71KcgIOJcLFdSwx,,,0,50,11,100,0,,0,0,50,,,0,70,0,,0,,53,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 8,,,stage a robbery,borrow someone's phone,call her mom,huddle to conserve energy,go without Ted,,honk an angry message in Morse code,call her a cab,call emergency services,,,get another job,request supplies to be airdropped,get her arm stuck in solidarity,,steal his dogs for extra speed
100,410,TRUE,R_2zwHsmCM6yAnql6,,10,14,82,,10,95,80,14,,,18,,95,20,50,,13,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,steal a passing driver's car,overcharge the next customers,renew her membership,,throw away all of the food,pretend they are conjoined twins,tackle him and hold him down,honk at the driver until they pull over,,,hide the knife in someone else's bag,,check in on his father daily,sell all the food to the highest bidder,give Todd her water,,hide him in the snow
100,189,TRUE,R_2w4X03mMIxedztf,,62,73,57,,,10,7,5,,,,3,5,6,71,28,20,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,take a public bus,explain the situation to his boss,pay for a day-pass to the gym,,,give her ticket to Ted,keep an eye on him,tailgate the car,,,,blame it on the maid of honor,buy his father a tent,throw disobedient passengers off the boat,saw Todd’s arm off,call his lawyer,finish the race
100,331,TRUE,R_1n3o6bHE85sYs5s,1,80,50,,,,1,100,50,,90,0,100,,,100,0,1,,64,Female,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,take a public bus,pay the money from his own wallet,,,,pretend they are conjoined twins,wave to the parents,honk at the driver until they pull over,,ask to use the mall's loudspeaker,threaten security with the knife,borrow their mom’s wedding ring,,,hike until she finds cell service,stage a break-in at the store,hide him in the snow
100,222,TRUE,R_3G864BK8hgmswmj,60,10,,100,,80,100,,30,20,80,90,10,0,,65,,,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 2,switch insurance plans,demand that the airline delays the flight,,crawl past the front desk,,search for a water source,try to buy a ticket off another person,,tailgate the car,take her to his house but no further,ask to use the mall's loudspeaker,store the knife in an airport locker,steal someone else’s ring,buy his father a tent,,hike until she finds cell service,,
100,767,TRUE,R_2anOFbXVdN8PjaJ,0,,0,100,0,0,,,,10,0,100,,,0,0,0,0,,75,Female,White / Caucasian,,Some College,Rung 5,commit credit card fraud,,overcharge the next customers,pay for a day-pass to the gym,copy a friend's assignment,boost morale with a three-legged race,,,,take her to his house but no further,slash the tires,ask to check the knife,,,serve engine fuel to the passengers,yell at Todd for getting stuck,leave the store unattended,carry her competitor on her sled
100,325,TRUE,R_1QKnoqIieqoxvPW,100,,15,,,70,20,15,70,,85,100,0,100,,0,,50,,49,Female,White / Caucasian,,Master's Degree (MS),Rung 6,switch insurance plans,,get an advance payday loan,,,collect wood to start a fire,go without Ted,make cat noises at him until he leaves,take a detour at the next exit,,check that the doors are locked,take a train instead,steal someone else’s ring,check in on his father daily,,get her arm stuck in solidarity,,leave her dogs with him
100,513,TRUE,R_3st2PVjhKYEihcY,54,49,50,,65,,62,61,,,45,69,61,48,55,62,,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 9,commit credit card fraud,call a taxi,get an advance payday loan,,quickly try to redo the assignment,,steal someone else's ticket,read his mind,,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,blame it on the maid of honor,get another job,sell all the food to the highest bidder,get her arm stuck in solidarity,,
100,200,TRUE,R_1HiyvGN1apB6IeM,,100,,66,0,,0,,0,0,0,0,100,64,,,100,61,,32,Female,White / Caucasian,,High School or equivalent,Rung 1 (Bottom Rung),,reschedule for a later flight,,renew her membership,lie that her house burnt down,,teleport into the concert,,ram into the car,yell in gibberish until she leaves,call emergency services,pretend the knife is part of a hip replacement,tell his sister as soon as possible,check in on his father daily,,,call his lawyer,call for help
100,224,TRUE,R_3G93Doz6i125JWj,56,33,,0,40,,3,9,3,,1,1,0,,2,8,,,,34,Male,White / Caucasian,,High School or equivalent,Rung 4,take out a loan,take a public bus,,crawl past the front desk,bring in the assignment the next day,,pretend they are conjoined twins,ask the parents if they know him,take a detour at the next exit,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,,organize a fishing crew,leave Todd to save herself,,
100,353,TRUE,R_ZlgvvyTaoRME6u5,82,0,,95,0,51,,100,0,0,,,1,,0,1,0,,,72,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,take out a loan,try to convince a passing driver to trade cars,,borrow someone's phone,hypnotize the teacher,search for a water source,,ask the parents if they know him,honk an angry message in Morse code,steal whatever she has on her,,,blame it on the maid of honor,,serve engine fuel to the passengers,leave Todd to save herself,stage a break-in at the store,
100,386,TRUE,R_12MFMdV9Ht4ZnOm,70,94,,0,0,93,,1,,5,,0,0,0,100,,60,,,35,Male,White / Caucasian,,Some College,Rung 2,start a fundraiser,reschedule for a later flight,,lie that she left her card inside,lie that her house burnt down,collect wood to start a fire,,keep an eye on him,,refuse to drive her,,pretend the knife is part of a hip replacement,run away,pitch his situation to a reality TV network,ration their food,,call his lawyer,
100,248,TRUE,R_W2uSeSSb4aOK7uN,,,12,23,1,91,,,20,13,,56,92,9,2,,84,2,,40,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,get an advance payday loan,lie that she left her card inside,hypnotize the teacher,search for a water source,,,pull over and call 911,refuse to drive her,,ask to check the knife,call the taxi company,get another job,sell all the food to the highest bidder,,call his lawyer,leave her dogs with him
100,355,TRUE,R_sTEczUs0F9W2Ocx,5,,1,,4,0,3,,,2,10,13,,0,10,9,,0,,60,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,,sell one of his kidneys,,call her mom,steal all of the food and water,try to buy a ticket off another person,,,call her a cab,call emergency services,store the knife in an airport locker,,buy his father a tent,organize a fishing crew,hike until she finds cell service,,hide him in the snow
100,151,TRUE,R_2TSilNguHAWfLTg,,3,,60,,2,30,13,1,0,76,,69,,,9,90,8,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,steal a passing driver's car,,pay for a day-pass to the gym,,boost morale with a three-legged race,pretend they are conjoined twins,wave to the parents,ram into the car,turn invisible,pour water on the car to cool it,,borrow their mom’s wedding ring,,,yell at Todd for getting stuck,lock up the store,steal his dogs for extra speed
100,495,TRUE,R_1EcluZ1UPzMQJc0,78,,0,,100,0,0,100,,0,,,,0,0,30,0,100,,37,Female,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,,sell one of his kidneys,,quickly try to redo the assignment,boost morale with a three-legged race,teleport into the concert,make cat noises at him until he leaves,,take her to his house but no further,,,,abandon his father,throw disobedient passengers off the boat,saw Todd’s arm off,lock up the store,finish the race
100,942,TRUE,R_3Le99ufdQb8U8Fs,71,,25,,31,49,,52,,35,58,44,,,25,17,57,5,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 8,start a fundraiser,,pay the money from his own wallet,,lie that her house burnt down,collect wood to start a fire,,keep an eye on him,,refuse to drive her,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,,,sell all the food to the highest bidder,leave Todd to save herself,call his lawyer,hide him in the snow
100,429,TRUE,R_3kL3pNCweXjeOvy,,0,0,,0,78,0,0,,,,94,,86,0,0,0,0,,59,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,demand that the airline delays the flight,stage a robbery,,copy a friend's assignment,huddle to conserve energy,give her ticket to Ted,tackle him and hold him down,,,,take a train instead,,move into his father’s apartment,throw disobedient passengers off the boat,get her arm stuck in solidarity,tell his lawyer that he’s sick,carry her competitor on her sled
100,941,TRUE,R_sefg23dGU6ydwxb,,60,,0,100,0,0,50,5,,0,5,0,0,91,,,,,51,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,,demand that the airline delays the flight,,pull the fire alarm,quickly try to redo the assignment,throw away all of the food,steal someone else's ticket,read his mind,honk at the driver until they pull over,,check that the doors are locked,pretend the knife is part of a hip replacement,run away,abandon his father,organize a fishing crew,,,
100,94,TRUE,R_eOI4euSFQV6zJSh,85,49,,68,95,80,,0,,2,,,1,,81,100,87,58,,23,Female,White / Caucasian,,College Graduate (4 year),Rung 4,switch insurance plans,try to convince a passing driver to trade cars,,borrow someone's phone,quickly try to redo the assignment,boost morale with a three-legged race,,tackle him and hold him down,,yell in gibberish until she leaves,,,blame it on the maid of honor,,sell all the food to the highest bidder,hike until she finds cell service,lock up the store,finish the race
100,477,TRUE,R_3NEE1YJ7AFayKM4,100,70,0,,0,62,19,60,0,,0,,,,0,50,30,,,69,Female,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,reschedule for a later flight,stage a robbery,,lie that her house burnt down,huddle to conserve energy,try to buy a ticket off another person,ask the parents if they know him,honk an angry message in Morse code,,pour water on the car to cool it,,,,serve engine fuel to the passengers,give Todd her water,ask a friend to take over,
100,120,TRUE,R_3qs7jGzN0BYNgE2,74,,84,,55,,83,92,91,,57,99,,58,,50,90,58,,32,Male,Black / African American,,Master's Degree (MS),Rung 5,switch insurance plans,,sell one of his kidneys,,copy a friend's assignment,,give her ticket to Ted,wave to the parents,tailgate the car,,light a fire under the car,ask to check the knife,,get another job,,yell at Todd for getting stuck,tell his lawyer that he’s sick,hide him in the snow
100,356,TRUE,R_1Ia5M8ldcx1OCe5,65,,100,100,,90,,,0,90,,0,0,1,65,,0,0,,45,Male,White / Caucasian,,Some College,Rung 3,start a fundraiser,,explain the situation to his boss,borrow someone's phone,,steal all of the food and water,,,ram into the car,take her to his house but no further,,threaten security with the knife,run away,pitch his situation to a reality TV network,request supplies to be airdropped,,leave the store unattended,call for help
100,1169,TRUE,R_1hLQk2A5MtLkrxl,100,100,0,,100,100,0,0,,9,0,,,,,100,0,0,,35,Male,White / Caucasian,,High School or equivalent,Rung 2,search for the medication on the black market,reschedule for a later flight,overcharge the next customers,,bring in the assignment the next day,collect wood to start a fire,try to buy a ticket off another person,make cat noises at him until he leaves,,refuse to drive her,slash the tires,,,,,leave Todd to save herself,leave the store unattended,steal his dogs for extra speed
100,505,TRUE,R_2S7dMycOYvpicgZ,92,,0,29,0,,,23,0,0,0,,0,,100,,96,37,,34,Male,White / Caucasian,,Some College,Rung 7,search for the medication on the black market,,stage a robbery,renew her membership,copy a friend's assignment,,,wave to the parents,honk an angry message in Morse code,turn invisible,light a fire under the car,,steal someone else’s ring,,request supplies to be airdropped,,lock up the store,hide him in the snow
100,553,TRUE,R_2VsAM8d3Kwmyrlf,10,,60,0,,0,,75,,0,,75,100,0,100,20,,100,,37,Female,Black / African American,,Some College,Rung 5,commit credit card fraud,,pay the money from his own wallet,crawl past the front desk,,throw away all of the food,,keep an eye on him,,turn invisible,,take a train instead,tell his sister as soon as possible,move into his father’s apartment,ration their food,leave Todd to save herself,,finish the race
100,783,TRUE,R_3IcPBbnw4OaVAGJ,0,,0,1,0,1,,,0,0,,0,,0,0,,1,0,,40,Female,Black / African American,,Vocational/Technical School (2 year),Rung 6,switch insurance plans,,get an advance payday loan,lie that she left her card inside,call her mom,search for a water source,,,honk an angry message in Morse code,steal whatever she has on her,,hide the knife in someone else's bag,,buy his father a tent,ration their food,,ask a friend to take over,leave her dogs with him
100,316,TRUE,R_2711nlbZH71Qo9M,100,,100,,0,0,0,100,0,,100,0,,0,100,0,,,,37,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 8,take out a loan,,pay the money from his own wallet,,hypnotize the teacher,steal all of the food and water,steal someone else's ticket,tackle him and hold him down,take a detour at the next exit,,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,ration their food,saw Todd’s arm off,,
100,215,TRUE,R_1CEnzeHO50VKFpp,,90,16,3,,0,86,,85,12,8,12,68,84,7,,,,,29,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,,reschedule for a later flight,sell one of his kidneys,crawl past the front desk,,steal all of the food and water,go without Ted,,pull over and call 911,take her to his house but no further,light a fire under the car,threaten security with the knife,borrow their mom’s wedding ring,move into his father’s apartment,sell all the food to the highest bidder,,,
100,75,TRUE,R_Bzkpr6duwar6Drr,80,81,46,79,31,72,82,91,,,,,67,66,,81,,68,,27,Male,Black / African American,,Some College,Rung 7,take out a loan,demand that the airline delays the flight,pay the money from his own wallet,pull the fire alarm,copy a friend's assignment,search for a water source,pretend they are conjoined twins,ask the parents if they know him,,,,,run away,check in on his father daily,,yell at Todd for getting stuck,,finish the race
100,501,TRUE,R_vVW3qxVm2Op5RVT,4,0,100,,75,,20,1,,21,0,,,80,0,0,,1,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 6,go on strike for better wages,steal a passing driver's car,explain the situation to his boss,,bring in the assignment the next day,,pretend they are conjoined twins,make cat noises at him until he leaves,,take her to his house but no further,slash the tires,,,move into his father’s apartment,throw disobedient passengers off the boat,saw Todd’s arm off,,call for help
100,328,TRUE,R_WkQQJehOXef0TzX,81,91,100,86,,76,24,,13,,11,,100,,93,,0,1,,45,Male,Hispanic / Latino,,College Graduate (4 year),Rung 7,start a fundraiser,take a public bus,explain the situation to his boss,pay for a day-pass to the gym,,search for a water source,give her ticket to Ted,,take a detour at the next exit,,call emergency services,,call the taxi company,,request supplies to be airdropped,,call his lawyer,leave her dogs with him
100,624,TRUE,R_3lSO1uAlufjk8Ee,,0,1,48,,84,,,69,0,,77,60,81,0,,0,0,,42,Male,Hispanic / Latino,,College Graduate (4 year),Rung 8,,steal a passing driver's car,overcharge the next customers,lie that she left her card inside,,huddle to conserve energy,,,honk at the driver until they pull over,steal whatever she has on her,,store the knife in an airport locker,borrow their mom’s wedding ring,check in on his father daily,serve engine fuel to the passengers,,stage a break-in at the store,hide him in the snow
100,170,TRUE,R_cwDwj6vWNkJEVKF,,90,,,90,,,90,70,60,100,,70,80,60,50,50,90,,29,Female,White / Caucasian,,Some College,Rung 6,,call a taxi,,,quickly try to redo the assignment,,,tackle him and hold him down,tailgate the car,take her to his house but no further,pour water on the car to cool it,,steal someone else’s ring,move into his father’s apartment,organize a fishing crew,hike until she finds cell service,ask a friend to take over,finish the race
100,216,TRUE,R_27QCUiRNcr4xZg7,14,8,0,0,0,85,0,,,0,10,77,57,,,,37,,,46,Female,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,try to convince a passing driver to trade cars,overcharge the next customers,pull the fire alarm,lie that her house burnt down,huddle to conserve energy,teleport into the concert,,,call her a cab,ask to use the mall's loudspeaker,ask to check the knife,tell his sister as soon as possible,,,,call his lawyer,
100,1827,TRUE,R_3G8nb2QK9kNbq5K,,100,,,,0,100,0,0,,0,,0,0,0,100,100,0,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,take a public bus,,,,boost morale with a three-legged race,go without Ted,make cat noises at him until he leaves,ram into the car,,pour water on the car to cool it,,steal someone else’s ring,pitch his situation to a reality TV network,request supplies to be airdropped,leave Todd to save herself,leave the store unattended,carry her competitor on her sled
100,207,TRUE,R_2Vl5FTnXmIEddua,51,,50,,100,,,0,0,0,,100,100,0,,100,100,0,,32,Male,White / Caucasian,,High School or equivalent,Rung 5,start a fundraiser,,get an advance payday loan,,quickly try to redo the assignment,,,read his mind,honk at the driver until they pull over,steal whatever she has on her,,take a train instead,call the taxi company,abandon his father,,hike until she finds cell service,lock up the store,hide him in the snow
100,551,TRUE,R_1EaEKu9SlBq317Q,0,50,,0,0,,0,0,,,0,0,0,0,,0,0,,,55,Male,White / Caucasian,,Some College,Rung 6,switch insurance plans,reschedule for a later flight,,renew her membership,call her mom,,teleport into the concert,keep an eye on him,,,pour water on the car to cool it,store the knife in an airport locker,steal someone else’s ring,buy his father a tent,,leave Todd to save herself,tell his lawyer that he’s sick,
100,300,TRUE,R_3I6pNda41YIGh5K,61,,0,29,1,100,18,,,0,0,0,0,,,,0,1,,49,Female,White / Caucasian,,Master's Degree (MS),Rung 6,search for the medication on the black market,,sell one of his kidneys,renew her membership,hypnotize the teacher,collect wood to start a fire,try to buy a ticket off another person,,,yell in gibberish until she leaves,slash the tires,threaten security with the knife,blame it on the maid of honor,,,,stage a break-in at the store,call for help
100,351,TRUE,R_QmNLQox4sPoNF9n,37,,51,1,33,65,,,,24,75,,0,24,0,0,,1,,31,Female,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,,pay the money from his own wallet,renew her membership,bring in the assignment the next day,collect wood to start a fire,,,,refuse to drive her,call emergency services,,blame it on the maid of honor,pitch his situation to a reality TV network,serve engine fuel to the passengers,get her arm stuck in solidarity,,carry her competitor on her sled
100,266,TRUE,R_33pd6EshEGXenmR,0,,0,0,,60,10,,0,0,75,0,,,85,0,0,,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 2,go on strike for better wages,,overcharge the next customers,crawl past the front desk,,huddle to conserve energy,teleport into the concert,,take a detour at the next exit,refuse to drive her,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,,,ration their food,saw Todd’s arm off,stage a break-in at the store,
100,407,TRUE,R_1FrEmdmXU0lOE0W,,100,50,100,50,,50,50,80,50,,80,100,50,,,100,,,40,Female,White / Caucasian,,High School or equivalent,Rung 3,,take a public bus,get an advance payday loan,borrow someone's phone,call her mom,,steal someone else's ticket,wave to the parents,pull over and call 911,turn invisible,,ask to check the knife,tell his sister as soon as possible,get another job,,,ask a friend to take over,
100,192,TRUE,R_3Pirw2sj9Yuy37H,0,0,0,0,,50,0,,,,100,,0,100,50,0,,0,,53,Female,White / Caucasian,,College Graduate (4 year),Rung 3,commit credit card fraud,demand that the airline delays the flight,sell one of his kidneys,lie that she left her card inside,,huddle to conserve energy,try to buy a ticket off another person,,,,call emergency services,,run away,check in on his father daily,organize a fishing crew,get her arm stuck in solidarity,,steal his dogs for extra speed
100,553,TRUE,R_3r19jInMs8oNmes,,,,85,50,,0,90,10,25,,0,100,0,,100,0,0,,25,Female,Black / African American,,College Graduate (4 year),Rung 7,,,,pull the fire alarm,call her mom,,steal someone else's ticket,make cat noises at him until he leaves,honk an angry message in Morse code,call her a cab,,hide the knife in someone else's bag,call the taxi company,buy his father a tent,,give Todd her water,tell his lawyer that he’s sick,steal his dogs for extra speed
100,423,TRUE,R_2VPhYbAyxIxVm6B,2,1,1,100,,,,1,1,1,,14,,9,1,1,,1,,49,Female,White / Caucasian,,Some College,Rung 6,commit credit card fraud,steal a passing driver's car,stage a robbery,renew her membership,,,,tackle him and hold him down,ram into the car,yell in gibberish until she leaves,,store the knife in an airport locker,,get another job,sell all the food to the highest bidder,yell at Todd for getting stuck,,carry her competitor on her sled
100,344,TRUE,R_VJcX9yRmRyunuk9,51,,,50,,0,0,30,1,0,1,,9,,,0,0,0,,30,Male,Black / African American,,Some College,Rung 3,search for the medication on the black market,,,pay for a day-pass to the gym,,steal all of the food and water,give her ticket to Ted,wave to the parents,tailgate the car,steal whatever she has on her,check that the doors are locked,,run away,,,yell at Todd for getting stuck,leave the store unattended,carry her competitor on her sled
100,272,TRUE,R_42Sim0EFJ1GZLPj,0,,100,51,100,100,,,0,0,0,0,100,,,,100,0,,39,Female,White / Caucasian,,High School or equivalent,Rung 3,commit credit card fraud,,explain the situation to his boss,crawl past the front desk,bring in the assignment the next day,collect wood to start a fire,,,tailgate the car,yell in gibberish until she leaves,light a fire under the car,threaten security with the knife,call the taxi company,,,,call his lawyer,leave her dogs with him
100,386,TRUE,R_xAvWwqIcNVWqe9H,10,0,0,,0,,,,,0,0,0,,0,0,50,0,0,,49,Female,White / Caucasian,,Some College,Rung 5,commit credit card fraud,try to convince a passing driver to trade cars,overcharge the next customers,,lie that her house burnt down,,,,,refuse to drive her,slash the tires,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,give Todd her water,tell his lawyer that he’s sick,call for help
100,208,TRUE,R_1pKmLTwM8koVGRH,76,4,,,1,90,19,28,19,0,87,,0,,89,,0,,,51,Female,White / Caucasian,,High School or equivalent,Rung 3,start a fundraiser,try to convince a passing driver to trade cars,,,hypnotize the teacher,search for a water source,give her ticket to Ted,ask the parents if they know him,honk an angry message in Morse code,turn invisible,check that the doors are locked,,steal someone else’s ring,,request supplies to be airdropped,,stage a break-in at the store,
100,370,TRUE,R_25FW5oBHVscklqz,0,0,0,82,0,,0,56,,,0,,,0,0,70,18,,,58,Female,White / Caucasian,,High School or equivalent,Rung 7,go on strike for better wages,steal a passing driver's car,sell one of his kidneys,borrow someone's phone,call her mom,,pretend they are conjoined twins,keep an eye on him,,,light a fire under the car,,,get another job,throw disobedient passengers off the boat,hike until she finds cell service,leave the store unattended,
100,980,TRUE,R_3sv0cKLsXAHOaUY,70,,,,0,,100,40,100,0,0,70,,,100,61,0,0,,40,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,search for the medication on the black market,,,,copy a friend's assignment,,go without Ted,ask the parents if they know him,pull over and call 911,call her a cab,light a fire under the car,pretend the knife is part of a hip replacement,,,ration their food,leave Todd to save herself,ask a friend to take over,carry her competitor on her sled
100,844,TRUE,R_1dM2zrCCDZJiVYB,24,100,72,,1,0,,78,,0,80,100,,2,87,0,,,,46,Female,White / Caucasian,,Some College,Rung 2,go on strike for better wages,call a taxi,explain the situation to his boss,,hypnotize the teacher,throw away all of the food,,ask the parents if they know him,,take her to his house but no further,check that the doors are locked,store the knife in an airport locker,,abandon his father,organize a fishing crew,get her arm stuck in solidarity,,
100,359,TRUE,R_3pf1Wf2cEUC9wq5,,90,90,0,,0,1,,0,10,,90,,80,100,100,,0,,44,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,reschedule for a later flight,get an advance payday loan,pull the fire alarm,,boost morale with a three-legged race,steal someone else's ticket,,honk an angry message in Morse code,call her a cab,,store the knife in an airport locker,,move into his father’s apartment,ration their food,give Todd her water,,hide him in the snow
100,222,TRUE,R_1Ig9Hxmm6UFUc0D,,60,0,100,5,80,0,15,75,,,0,30,,0,,15,,,42,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,demand that the airline delays the flight,stage a robbery,renew her membership,call her mom,huddle to conserve energy,pretend they are conjoined twins,make cat noises at him until he leaves,honk at the driver until they pull over,,,hide the knife in someone else's bag,borrow their mom’s wedding ring,,sell all the food to the highest bidder,,tell his lawyer that he’s sick,
100,277,TRUE,R_3PU0e94FeKrF3iQ,,100,3,1,,50,66,,59,,30,99,2,18,,4,,1,,25,Female,Other,mixed race,High School or equivalent,Rung 6,,call a taxi,stage a robbery,pull the fire alarm,,steal all of the food and water,try to buy a ticket off another person,,take a detour at the next exit,,pour water on the car to cool it,take a train instead,blame it on the maid of honor,abandon his father,,saw Todd’s arm off,,leave her dogs with him
100,811,TRUE,R_3lubJeswRJ7824F,94,85,,,,72,1,4,20,,2,10,,,2,21,2,75,,,Female,White / Caucasian,,Some College,Rung 5,switch insurance plans,call a taxi,,,,boost morale with a three-legged race,teleport into the concert,read his mind,honk at the driver until they pull over,,pour water on the car to cool it,take a train instead,,,serve engine fuel to the passengers,give Todd her water,stage a break-in at the store,call for help
100,564,TRUE,R_rdbMu6a0rBr2fex,100,,0,36,77,,,40,,,0,0,0,0,,0,13,100,,59,Male,White / Caucasian,,High School or equivalent,Rung 2,start a fundraiser,,overcharge the next customers,borrow someone's phone,bring in the assignment the next day,,,tackle him and hold him down,,,slash the tires,hide the knife in someone else's bag,blame it on the maid of honor,pitch his situation to a reality TV network,,leave Todd to save herself,lock up the store,finish the race
100,312,TRUE,R_1nNo5pYpI8uZRQS,81,,,90,8,,4,9,,1,50,,1,1,,2,9,1,,50,Female,White / Caucasian,,College Graduate (4 year),Rung 2,take out a loan,,,lie that she left her card inside,hypnotize the teacher,,teleport into the concert,keep an eye on him,,steal whatever she has on her,ask to use the mall's loudspeaker,,run away,get another job,,yell at Todd for getting stuck,call his lawyer,hide him in the snow
