Progress,Duration (in seconds),Finished,ResponseId,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,S7-FR_4,S7-FR_5,S7-FR_6,S7-FR_7,S7-FR_8,S7FRtime_First Click,S7FRtime_Last Click,S7FRtime_Page Submit,S7FRtime_Click Count,S7A1_7,S7A1_8,S7A1_9,S7A2_7,S7A2_8,S7A2_9,S7A3_7,S7A3_8,S7A3_9,S7A4_7,S7A4_8,S7A4_9,S7A5_7,S7A5_8,S7A5_9,S8-FR_4,S8-FR_5,S8-FR_6,S8-FR_7,S8-FR_8,S8FRtime_First Click,S8FRtime_Last Click,S8FRtime_Page Submit,S8FRtime_Click Count,S8A1_4,S8A1_5,S8A1_6,S8A2_4,S8A2_5,S8A2_6,S8A3_4,S8A3_5,S8A3_6,S8A4_4,S8A4_5,S8A4_6,S8A5_4,S8A5_5,S8A5_6,S9-FR_4,S9-FR_5,S9-FR_6,S9-FR_7,S9-FR_8,S9FRtime_First Click,S9FRtime_Last Click,S9FRtime_Page Submit,S9FRtime_Click Count,S9A1_4,S9A1_5,S9A1_6,S9A2_4,S9A2_5,S9A2_6,S9A3_4,S9A3_5,S9A3_6,S9A4_4,S9A4_5,S9A4_6,S9A5_4,S9A5_5,S9A5_6,S10-FR_4,S10-FR_5,S10-FR_6,S10-FR_7,S10-FR_8,S10FRtime_First Click,S10FRtime_Last Click,S10FRtime_Page Submit,S10FRtime_Click Count,S10A1_4,S10A1_5,S10A1_6,S10A2_4,S10A2_5,S10A2_6,S10A3_4,S10A3_5,S10A3_6,S10A4_4,S10A4_5,S10A4_6,S10A5_4,S10A5_5,S10A5_6,S11-FR_4,S11-FR_5,S11-FR_6,S11-FR_7,S11-FR_8,S11FRtime_First Click,S11FRtime_Last Click,S11FRtime_Page Submit,S11FRtime_Click Count,S11A1_4,S11A1_5,S11A1_6,S11A2_4,S11A2_5,S11A2_6,S11A3_4,S11A3_5,S11A3_6,S11A4_4,S11A4_5,S11A4_6,S11A5_4,S11A5_5,S11A5_6,S12-FR_4,S12-FR_5,S12-FR_6,S12-FR_7,S12-FR_8,S12FRtime_First Click,S12FRtime_Last Click,S12FRtime_Page Submit,S12FRtime_Click Count,S12A1_4,S12A1_5,S12A1_6,S12A2_4,S12A2_5,S12A2_6,S12A3_4,S12A3_5,S12A3_6,S12A4_4,S12A4_5,S12A4_6,S12A5_4,S12A5_5,S12A5_6,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRTime_First Click,S13FRTime_Last Click,S13FRTime_Page Submit,S13FRTime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRTime_First Click,S14FRTime_Last Click,S14FRTime_Page Submit,S14FRTime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRTime_First Click,S15FRTime_Last Click,S15FRTime_Page Submit,S15FRTime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRTime_First Click,S16FRTime_Last Click,S16FRTime_Page Submit,S16FRTime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRTime_First Click,S17FRTime_Last Click,S17FRTime_Page Submit,S17FRTime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRTime_First Click,S18FRTime_Last Click,S18FRTime_Page Submit,S18FRTime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
100,1598,TRUE,R_1eRI1sn2OAbvhWr,,,,,,,,,,,,,,,,,,,,,,,,,push the car,walk,flag someone down,abandon the car,run,1.024,1.024,186.333,1,33,49,74,22,63,74,88,64,81,12,83,70,22,86,75,put his own money in,lie,blame someone else,run away,call the police,0.981,67.272,100.557,3,22,94,19,95,18,82,61,6,90,21,12,17,10,82,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop the teenager,call the police,speak to the faimly,retrieve thier belongings,yell,11.162,33.463,48.456,2,27,61,48,5,41,28,76,70,78,90,94,93,70,19,70,,,,,,,,,,,,,,,,,,,,,,,,,give the ride,refuse the ride,only take them as far as they're going,find them a different ride,tell them to walk,37.645,156.828,158.55,6,25,81,72,46,91,57,25,48,78,19,86,66,25,23,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,build shelter,just wait,maintain the moral of the crew,maintain order,watch for pirates,2.531,2.531,59.079,1,25,75,18,100,21,85,52,88,78,87,63,78,27,79,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,ask about the situation,look for signs of toruble,inform the officals,inform emergency services,1.076,51.531,98.484,6,100,50,80,28,54,43,84,69,81,66,78,68,16,54,35,,33,Male,Black / African American,,Master's Degree (MS),Rung 3
100,1484,TRUE,R_PUjks2Q3X9oQPrH,Charge the expensive medication on his credit card,Ask a friend to see the friend can help buy the medication and he'll pay the friend back,ask a family member to buy the medication and will pay back next in the months to come,let dog recover from illness on its own,ask social media for help,0.869,41.929,165.185,5,71,100,44,70,100,30,15,100,5,3,10,1,66,100,100,not go to the safari,walk to find a working phone,walk to find a work service ,sit in car and give up on the plan,walk home,1.028,300.537,302.994,12,30,100,100,90,100,100,100,100,100,20,100,100,5,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Try to go home to get the ticket,Try to see if he can find a printed ticket on his phone,Ask for help for alternative ways if he forgot his ticket at home,Not go to the concert,go home ,132.004,221.895,236.096,5,60,70,90,91,100,100,100,100,100,100,100,100,50,100,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explain that he is a chef ,forfeit the knife to the security,pay the fine,throw the knife away,tell the security that he didn't know the knife was there,0.972,0.972,151.365,1,20,100,100,100,100,100,50,90,100,80,100,100,60,80,100,Call the taxi company to see if the driver can find the ring for him,tell the bride and groom that he lost the ring in the taxi,go find the ring in taxi cab that he might had rode in,apologize to the groom and bride,leave the wedding to buy a new ring,0.991,0.991,108.292,1,95,100,100,80,96,100,90,100,100,100,100,100,40,60,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call his boss to remind the boss that you have to leave soon,Leave soon without the boss showing up,not go to court,call to see if co-worker can come in if boss doesn't show up,call lawyer to see what his options are if boss doesn't show up,0.885,138.931,141.73,4,90,100,100,29,96,90,5,50,50,10,40,100,70,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,41,Female,Asian / Pacific Islander,,Some College,Rung 3
100,671,TRUE,R_26mOrIrVgvkltCW,borrow from friends and family,go fund me,take an extra job or side hustle,talk to a vet who will agree to a payment plan,call an animal rescue agency for help,1.492,1.492,80.1,1,100,100,100,100,100,100,72,93,93,51,88,87,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tell the teenager to stop,inform the family on what the teenager is doing,call the cops,call for help,ignore what's happening,1.324,1.782,46.741,2,82,84,83,95,96,96,50,50,50,50,50,50,80,15,77,honk at the car ahead,"If safe to do so, call chuck on the phone to verify if he's really ahead",swerve out of the way,overtake the car,step on the breaks,13.294,75.18,85.314,2,92,93,93,28,36,37,88,82,82,30,39,39,10,13,14,drive his friend to the nearby city,drive at a cafe to chat with his friend,tell his friend he can't do it,get an uber for his friend instead,give fare money to his friend instead,7.332,22.6,61.529,2,100,100,100,15,21,14,5,2,3,71,75,74,71,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,let his father move in with him,hire a caretaker to take care of his father,commit his father to a nursing home,ignore his father,ask other family if they can take his father in for a fee,1.301,46.069,60.084,3,69,92,80,100,100,100,100,100,100,5,0,1,27,50,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,talk to her competitor,argue with her competitor,ignore her competitor,immediately go to her sled and continue the race,rest for a bit more until she feels better,1.274,34.47,99.881,2,15,50,30,6,6,5,10,18,19,100,100,100,12,30,14,,35,Female,Asian / Pacific Islander,,Some College,Rung 5
100,948,TRUE,R_3feGojaSnvHfcCy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recount the register,check the logs for an error,explain the problem to the manager,retrace his day to see if he can find the money,pray for a miracle,4.315,50.564,80.322,3,100,100,100,100,100,100,100,100,100,51,100,100,72,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check with ticketing to see if their is a way to print it,try to get customer service on the phone to verify the purchase,look for someone that hawks tickets that has extras,go on app that sells tickets,sneak in,21.495,21.495,113.891,1,99,100,100,100,100,100,51,51,88,100,100,100,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ditch the knife,own up to it before caught,leave and then ship it to his destination,drive instead,pack in luggage if not to late or check his bag,12.252,122.643,139.576,8,0,0,0,50,100,50,61,100,100,5,100,100,75,100,100,call the cab company,recheck everything ,call and let his friend know,go anyways without the ring,don't go to the wedding,1.725,1.725,54.232,1,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,tell the passengers the situation,ration the food,fish if they have poles,hide in his cabin,try to fix the engine,17.358,17.358,121.525,1,100,100,100,100,100,100,15,100,100,5,0,0,100,100,100,cut off his finger,try to find water,filter her pee so they stay hydrated,try to pry the finger loose,try to get to a high place to get reception,26.976,108.386,129.776,5,0,25,0,46,100,100,30,100,100,90,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Male,White / Caucasian,,Some College,Rung 5
100,908,TRUE,R_1EXNBOKjhJv3ard,,,,,,,,,,,,,,,,,,,,,,,,,walk to the airport,walk and find a phone,give up and take a nap,flag down a car for help,try to repair the car,1.284,1.284,29.976,1,29,22,13,62,73,65,19,9,7,59,82,73,68,82,75,,,,,,,,,,,,,,,,,,,,,,,,,sneak in,go back to the office to call her friend,go outside and wait for her friend to leave,beg the staff to let her in,beg the staff to call her friend over the pa system,1.036,1.036,43.301,1,41,22,31,51,77,89,33,43,37,37,23,29,24,29,25,show the teacher her homework,rush to recomplete it ,explain the situatuon to her teacher,cry,try to copy someone elses,4.846,4.846,33.514,1,80,93,87,59,85,81,73,98,95,50,61,57,38,26,36,keep walking to reach the town,start a fire as a help signal,hunt wild animals for food,build an igloo for shelter,lay down and give up,9.856,80.823,85.412,2,71,78,75,50,86,77,25,60,17,21,50,12,9,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,break the windows,stay and wait until the owner comes back,call the police,call mall seucirty,find someone in the parking lot to help,1.061,1.061,30.176,1,33,52,52,44,52,33,66,84,79,50,60,52,45,54,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call him,call a coworker,close the store and leave,stay late and miss the appointment,text his boss,1.583,1.583,33.651,1,84,96,92,65,81,75,57,63,60,44,33,43,71,94,86,,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,White / Caucasian,,College Graduate (4 year),Rung 7
100,1468,TRUE,R_x6m6BaHsDFmRdAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She could talk to the gym staff and ask them to give her friend the message.,She could stand her friend up.,She could sneak into the gym and play racquetball anyway.,She could pay her gym dues. ,She could borrow someone else's phone and call her friend. ,20.841,20.841,108.88,1,90,100,92,11,0,10,4,0,6,66,100,94,70,100,84,,,,,,,,,,,,,,,,,,,,,,,,,They could  hike down to the near town and call for help.,They could set up camp for the night and get a fresh start in the morning.,They could try to retrace their steps. ,They could try to live off the land. ,They could pick one direction and keep walking in it. ,27.788,27.788,182.954,1,100,100,100,60,80,67,32,38,41,15,25,34,28,47,29,,,,,,,,,,,,,,,,,,,,,,,,,Say nothing and continue sunbathing.,Call to the boy and ask him if he knows the family and try to stop him.,Get up and talk to the family to see if they know him. ,Get up and start retrieving their things from the water.,Have security keep an eye on him. ,18.782,18.782,119.476,1,18,0,10,71,100,82,91,100,100,56,100,93,50,100,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He could get out of line and skip the food festival.,He could admit to security that he has a knife in his bag. ,He could take the knife out and hide it somewhere in the airport.,He could say nothing and try to sneak it past security. ,"He could take the knife out, wave it around and say that he is a samurai. ",12.201,12.201,163.454,1,91,100,92,97,100,90,17,10,27,60,0,45,0,0,0,Make a joke about their love being more precious than a diamond.,"He could ask for a ""time out"" and run to call the cab company quick.",He could use someone else's ring as a replacement just for the ceremony. ,"He could panic, turn red and run out of the building.",He could tell everyone he sold the ring for money to buy an XBox.,1.805,162.829,169.772,5,60,100,6,80,37,6,97,100,87,9,17,11,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He could wait until his boss arrives and then drive himself to court.,He could call his boss and ask him to come in early so he can get ready for court.,He could call a friend and have him pick him up exactly at 7 and bring him home to change before going to court.,He could change in the work restroom at 7 and then drive straight to the courthouse.,He could quit his job to make sure that he got to court on time. ,67.497,123.631,226.535,5,100,100,100,15,80,60,93,100,100,60,100,78,5,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,45,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung)
100,885,TRUE,R_2fBAft0FYWiRVFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she could go ahead and pay her fines,work out a payment plan with the gym,Go back to the office and then call her friend to explain what happened,ask the gym to page her friend and see if the friend will let her borrow the money to pay the fines,try to sneak in through another way,12.101,12.101,68.711,1,80,100,100,32,97,94,49,65,81,48,100,100,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,take Ted back to get his ticket,go on into the concert without Ted,ask one of the other friends to take him while she goes to the concert,try to buy a ticket from some of the other concert goers,all of them decide to not go to the concert and go somewhere else,15.761,15.761,98.07,1,30,100,69,24,21,39,34,28,51,68,100,100,50,100,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact mall security for help,ignore and continue on her way,check to see if the dog seems okay,call the police,break the window,11.853,11.853,70.377,1,50,100,100,49,67,95,94,100,100,32,70,65,0,0,0,He could get out of line and not go to the festival,"get out of line and find somewhere to get rid of the knife, such as the bathroom trash",proceed in line and hope for the best,try to slid the knife in another person's bag that is waiting in line ,turn the knife over to security and tell them he didn't realize he had packed it ,15.803,15.803,104.986,1,20,100,49,51,61,66,7,4,22,4,0,1,80,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she could leave Todd and go to try and find help from other climbers,she could leave and try to find better signal to call for help,she could cut off his finger,she could look for water,she could scream for help,13.568,13.568,67.147,1,81,100,100,100,100,100,0,0,0,14,92,70,96,100,100,continuing waiting for his boss as it's another hour before his shift is over,call his boss to make sure he will be there on time,go ahead and leave for his appointment,call and reschedule court appointment,call and ask another employee to come in and wait for the boss or work if the boss doesn't show up,15.499,144.654,145.013,2,100,100,100,27,77,42,5,3,14,21,100,37,1,54,7,,,,,,,,,,,,,,,,,,,,,,,,,,44,Female,White / Caucasian,,High School or equivalent,Rung 6
100,928,TRUE,R_SZhTFbyfeSOxZ97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find another entrance to get in,Go home and text her friend,Ask a stranger to borrow their phone,Yell through the front door to her friend,Pay her dues so she can enter,2.552,14.148,97.233,5,31,17,23,54,100,45,34,91,39,18,35,11,67,95,75,Talk to her teacher,Ask a friend for help,Re-do the homework,Copy someone else's homework,Cry,13.594,13.594,61.953,1,83,100,90,81,67,72,71,100,86,65,28,63,47,100,64,,,,,,,,,,,,,,,,,,,,,,,,,Darya could give him her ticket,She could explain the situation to the venue,Find a virtual version of Ted's ticket,Steal someone else's ticket,Sneak Ted into the concert,3.147,13.715,75.616,4,79,100,93,64,93,84,78,100,80,32,8,21,23,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Make up an excuse to avoid it,Tell the friend you're running late and can't,Drive the friend ,Offer to drive them to a certain point,Drive away without them,12.904,14.317,97.809,2,61,55,64,54,28,68,70,100,89,82,91,85,29,17,28,,,,,,,,,,,,,,,,,,,,,,,,,Leave and take the knife somewhere safe,Ask if security could keep it until he leaves,Attempt to sneak it in,Bribe the security guard to ignore it,Find another way into the festival,128.019,134.221,185.268,2,82,100,83,63,100,73,51,39,50,31,9,33,30,35,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He should ask passengers to ration their food,He should ask passengers to share their food,He should share the crew's food with passengers,He should kill off a few passengers so there's enough food,He should stop eating,26.034,26.034,78.666,1,83,94,87,81,96,82,78,99,86,8,0,1,33,88,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Male,White / Caucasian,,Some College,Rung 6
100,1904,TRUE,R_2cqncaNMiQxeCmH,Take out a loan,Get a second job,Sell some things,Start a GoFundMe,Ask family for money,1.568,14.546,69.611,8,100,90,100,100,100,100,100,100,100,100,90,95,100,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call your friend to see if it's him,Honk ,Flash your brights,Call the highway patrol,Pull up on the side of them,0.676,47.9,78.302,9,100,100,100,100,100,100,100,100,100,100,91,94,92,75,80,Invite her to your home and she can find her way home from there,Take her to your house and then call an Uber,Take her home,Ask for gas money,Make up an excuse to not,1.227,14.724,118.33,5,90,90,90,100,100,100,100,90,100,100,90,100,90,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ration the food,Create distractions for the guests,Give people tasks so they stay busy,Make sure there's enough water,Have the crew try to keep the passengers calm,3.323,22.357,114.072,3,79,100,100,100,90,100,90,100,100,90,100,100,80,100,100,Leave him to go find help,Find something to create shade,Look for water,Find something oily to lube the finger out,Cut off the finget,1.002,909.558,980.657,9,100,90,100,100,100,100,90,100,100,90,100,100,90,40,40,,,,,,,,,,,,,,,,,,,,,,,,,Push the dogs a little harder to create distance,"Buy them more cigs, hope they take more breaks",Throw treats at his dogs,Throw the dogs sleeping pills ,Try to speed up,0.752,24.175,179.029,14,95,100,100,92,100,93,100,87,95,91,30,30,100,100,100,,44,Male,White / Caucasian,,Some College,Rung 5
100,1157,TRUE,R_T0YvrduMqsB5e8N,,,,,,,,,,,,,,,,,,,,,,,,,Start hitchhiking,Try to find cell service - a nearby hilltop,Do nothing and wait for help,Go to sleep,try to fix the car,0,0,150.735,0,51,55,64,69,90,94,69,84,86,24,61,48,63,95,97,Put $500 of his own money in the till,Do nothing and make an excuse.,Rack his brain for what could have happened.,Report a robbery to the police.,Lie to the manager and say he got held up.,19.096,52.455,125.502,2,9,36,53,61,54,60,76,91,95,6,19,22,34,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash his headlights,Tailgate him and try to run him off the road.,Honk his horn at him,Pass this car up and then stop,Ignore him,0,0,218.271,0,86,96,94,17,7,8,78,92,95,21,51,49,70,96,98,,,,,,,,,,,,,,,,,,,,,,,,,Try to open a window,Keep walking and do nothing,Turn around and alert a security guard about it.,Call the cops,Break a window out.,76.616,76.616,102.658,1,49,46,39,79,71,93,41,85,92,20,65,52,5,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move in with his father,Move his father in with him,Ignore the whole situation,Buy his father some full time help (a nanny),Move him into a retirement home.,0,0,105.651,0,4,69,61,43,87,86,4,5,7,66,84,89,70,80,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lock up and leave.,Leave a note and leave,call his boss and explain the situation,reschedule his court appt.,"wait til the boss shows up, then leave.",0,0,96.867,0,12,48,61,8,27,22,76,87,98,18,78,79,85,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,56,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4
